company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_intensity_pct,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,cfo_pat_ratio,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,sector,industry,company_name
TCS,2024,19.136712150207767,26.690688396923118,45.4199714271639,58.164843813607625,28.610883543109654,0.08912754322873048,87.09511568123393,1.4950783247685013,50429.0,2.528508507926756,127.0,281.0,58.0,9046.0,44338.0,0.9617996051975097,10.463614801716602,7.871172131953608,8.618771612987096,90.0,Information Technology,IT Services,Tata Consultancy Services Ltd
BAJAJAUTO,2024,17.178515712057056,19.534209939826162,24.881371251492947,24.196665194346288,16.81427511888661,0.16930824106652895,174.41666666666666,0.978796736617076,6486.0,0.16046356139959886,276.0,1109.0,29.0,5245.0,6558.0,0.8508043591074209,8.127604751021389,9.358917170384974,10.177276348465591,86.66666666666667,Consumer Discretionary,Two Wheelers,Bajaj Auto Ltd
BRITANNIA,2024,12.725863199952292,18.886039716142882,66.47975077881621,53.10194500335346,22.54145980775325,0.8579439252336448,20.597560975609756,1.7713108693355868,3050.0,2.844534557815016,89.0,133.0,83.0,2754.0,2573.0,1.2057169634489222,8.690023727476138,13.063515827454196,13.14353769849137,86.66666666666667,Consumer Staples,Food Products,Britannia Industries Ltd
CIPLA,2024,16.11701714906495,75.59168153953597,14.645841413108625,67.59297807382737,11.986726302120907,0.01625356979162994,35.33876811594203,0.7437310633386236,1152.0,11.569799022270505,51.0,351.0,25.0,461.0,4134.0,0.9951853635050554,9.513860126378049,22.726834848000887,21.832544608565986,86.66666666666667,Healthcare,Pharmaceuticals,"Cipla Ltd
"
ICICIGI,2024,9.366915605017816,87.42129155073948,14.084403669724772,131.44954128440367,2.821477931014203,0.0,160.02678571428572,0.30121739641838446,486.0,9.37667789329819,39.0,275.0,28.0,0.0,2407.0,1.2542991141219386,12.911841003362579,12.839173718198161,11.139222486886503,86.66666666666667,Financials,General Insurance,ICICI Lombard General Insurance Company Ltd
LT,2024,7.031246466738726,13.506668535997433,73.76986951364175,127.62275116448014,54.055839504885085,0.11036773428232503,3.5441547518923464,7.68794548172873,20445.0,0.9854689683555468,95.0,635.0,36.0,2326.0,18266.0,1.1748890461182222,10.335347989682408,8.75885858017449,8.56169392953159,86.66666666666667,Industrials,Engineering & Construction,Larsen & Toubro Ltd
SUNPHARMA,2024,19.815658700538176,26.84289749881436,13.90436229472618,18.15949893286091,10.906078351264242,0.03721334008536497,58.331932773109244,0.5503767760679105,11372.0,1.5732931933934058,40.0,288.0,34.0,2572.0,12135.0,1.2627471383975026,10.78116321985565,24.536829642931245,29.45936165164078,86.66666666666667,Healthcare,Pharmaceuticals,Sun Pharmaceuticals Industries Ltd
TATAMOTORS,2024,7.263066074788551,13.595385542828959,31.472759296273573,28.67767122165974,8.141945855176932,1.0542934040489995,6.530242339274985,1.1210067169069462,45133.0,5.2022250232915,94.0,275.0,7.0,106549.0,67915.0,2.135221806520577,7.7201595386239275,,,84.0,Consumer Discretionary,Automobiles,Tata Motors Ltd
APOLLOHOSP,2024,4.905818773282963,12.56099480560365,12.465004666044527,16.09736417428725,4.783098015142214,0.9826689774696707,5.565701559020044,0.9749846531614488,383.0,8.064431502177449,63.0,522.0,26.0,7371.0,1920.0,2.053475935828877,14.660042602193135,36.13077689773863,29.95061094416296,83.33333333333333,Healthcare,Healthcare,"Apollo Hospitals
Chain of Indian private hospitals"
HDFCLIFE,2024,1.5510139729213062,99.47675449833469,10.087157139195078,609.8284402561314,0.4674021172662618,0.060881825173032554,192.2895238095238,0.3013526154028893,-2893.0,13.41518692970182,7.0,73.0,27.0,950.0,10721.0,6.81130876747141,21.16813430936688,4.25449161597129,3.131030647754507,83.33333333333333,Financials,Life Insurance,HDFC Life Insurance Company Ltd
SHREECEM,2024,8.445007553238145,22.01647093221578,8.300205948560754,20.02570808031559,6.2206109336300655,0.08055941376502707,19.825581395348838,0.7366021752395994,1929.0,6.9099946396374445,480.0,5787.0,16.0,1682.0,3347.0,1.93133294864397,10.325615915556586,11.2926552609119,10.67987982673917,83.33333333333333,Materials,Cement,Shree Cement Ltd
TATACONSUM,2024,7.9902669998684726,15.020386689464685,6.350616767719004,10.340924525739123,3.9231514368743947,0.15445327200501777,25.32183908045977,0.49099128188569585,26.0,12.567407602262264,12.0,193.0,64.0,2955.0,1937.0,1.594238683127572,15.96086282879563,21.59956338772886,14.869835499703509,83.33333333333333,Consumer Staples,Food & Beverages,Tata Consumer Products Ltd
ADANIPORTS,2024,30.339560480700833,58.36172363445772,14.173779208059326,14.479709458392549,6.430980438836646,0.882975374282916,5.949506037321624,0.21196682934571281,8250.0,25.337875781513237,38.0,265.0,16.0,50485.0,15018.0,1.8531589338598222,19.57867595245697,14.909565182041629,14.869835499703509,80.0,Industrials,Infrastructure,"Adani Ports & Special Economic Zone Ltd
"
BAJAJHLDNG,2024,432.7262044653349,91.7743830787309,12.311318389248282,2.6089861366293636,10.1539988694801,0.0007856510037945271,3764.5,0.02346518136572319,1469.0,27.73207990599295,653.0,5375.0,20.0,47.0,1941.0,0.26354378818737273,31.612293448969165,19.297559063731295,18.96864732798973,80.0,Financials,Holding Companies,Bajaj Holdings & Investment Ltd
BOSCHLTD,2024,14.886112273569676,12.524660728164047,19.547809703250117,16.406923016681024,13.44419847740403,0.0024336630554247134,71.7843137254902,0.9031369796447276,1536.0,1.6918754110121361,844.0,4319.0,44.0,31.0,1253.0,0.5032128514056224,6.717165240230294,9.275930793686072,9.261870727688626,80.0,Consumer Discretionary,Auto Ancillaries,Bosch Ltd
HINDALCO,2024,4.702216130615571,88.94620349876368,8.816941029381121,109.05839271013711,4.025544667491199,0.5292682503299299,126.46543778801843,0.856095201852028,9789.0,6.6062548040859035,45.0,153.0,8.0,60959.0,24056.0,2.368882323978336,10.592433818985914,13.06871230695661,13.396657763302722,80.0,Materials,Metals & Mining,Hindalco Industries Ltd
ONGC,2024,9.655290194725701,17.388518015001793,16.209165540655622,18.911662207019578,7.536951534686528,0.5435766274171389,11.361290955463998,0.7806033151446515,42060.0,9.672537521390066,39.0,275.0,31.0,191489.0,99263.0,1.7383758603176827,7.001683761214439,10.96639922553624,10.197228772148016,80.0,Energy,Oil & Gas Exploration,Oil & Natural Gas Corpn Ltd
DABUR,2024,14.600128990648178,19.348597226701063,17.477320980505695,19.811788013868252,11.06089293348806,0.1690793283149971,23.241935483870968,0.7575887131252672,1042.0,7.828119961302805,10.0,59.0,53.0,1752.0,2013.0,1.1115405853119824,7.814065037783324,4.604418961155621,4.563955259127317,76.66666666666667,Consumer Staples,Personal Products,Dabur India Ltd
GAIL,2024,7.433122166511544,10.743987750322754,11.816153396413274,13.83783992807494,7.67739884796378,0.23424691858869573,23.624478442280946,1.0328632674103992,4360.0,6.174377758429158,15.0,127.0,37.0,19632.0,12586.0,1.270928001615672,11.825154521824267,8.608876760374562,8.447177119769854,76.66666666666667,Energy,Gas Distribution,GAIL (India) Ltd
HEROMOTOCO,2024,9.902352536452407,86.14676228532112,19.683341223502183,166.10031124036942,12.788353097980245,0.030929461890484455,47.268505079825836,1.2914459519496941,3095.0,4.8373865410569215,187.0,951.0,75.0,588.0,4923.0,1.3156066274719402,2.1530677970544643,1.5441818871883894,1.6863437197464748,76.66666666666667,Consumer Discretionary,Two Wheelers,"Hero MotoCorp Ltd
"
ICICIPRULI,2024,0.942341125272681,102.02531365231931,7.352687057197166,796.0601347848626,0.26037364076392583,0.0,31.021548821548823,0.2763050808045576,105.0,8.216417331989769,6.0,80.0,10.0,0.0,-7315.0,-8.595769682726205,16.84553965244746,-5.6631941891523425,-5.591248870509801,76.66666666666667,Financials,Life Insurance,ICICI Prudential Life Insurance Company Ltd
JINDALSTEL,2024,11.802438733764944,20.260555268697622,12.553600473162799,15.79085857569613,7.180050984040304,0.3647155742379755,8.004636785162287,0.6083531671720772,-2336.0,16.570679588513325,58.0,464.0,3.0,17266.0,6008.0,1.010937237085647,1.4028310947741707,,,76.0,Materials,Steel,Jindal Steel & Power Ltd
DIVISLAB,2024,20.395156150414277,28.170809432759718,11.66435809579354,16.10200364298725,10.265622994995509,0.000583217904789677,636.25,0.5033363274733735,992.0,3.4289356277884,60.0,517.0,50.0,8.0,1261.0,0.788125,9.664930361854074,3.4104521925080844,3.303780411393231,73.33333333333333,Healthcare,Pharmaceuticals,Divis Laboratories Ltd
GRASIM,2024,7.578371940325857,20.763028905617738,10.682537290944703,10.831338593339892,2.2133819745168957,1.7021352159969005,3.015845639754231,0.2920656299196796,-33833.0,17.647238467528897,85.0,1411.0,12.0,158159.0,-10719.0,-1.0798911948418295,11.15172597339149,29.314249729328566,27.730844458753978,73.33333333333333,Industrials,Diversified Industrials,Grasim Industries Ltd
M&M,2024,8.82238743726542,17.89787025985418,17.40376159541573,13.28664609866237,4.806486994672516,1.6573146861081955,3.7646901709401708,0.5448057035412096,-11245.0,4.0373028084959515,91.0,567.0,21.0,116844.0,-5630.0,-0.4588427057864711,5.838805854237616,15.316887061047968,16.175509914303852,73.33333333333333,Consumer Discretionary,Automobiles,"Mahindra & Mahindra Ltd
"
RELIANCE,2024,8.789365557299389,18.07459281612296,9.64301796442261,13.806375310328656,4.353423982837526,0.4362971396773213,7.728912535686478,0.4953058277593309,45207.0,12.633572884885117,51.0,606.0,10.0,357525.0,158788.0,2.00946595798532,9.606097094616972,14.680632603495592,11.952664832522043,73.33333333333333,Energy,Conglomerates,"Reliance Industries Ltd
"
SBILIFE,2024,1.4349789374791648,0.18638058005273206,11.648932898702258,1.513008180084876,0.42229936878061614,0.0,240.33333333333334,0.29428959391032716,-2099.0,23.6544231293754,19.0,162.0,14.0,0.0,29122.0,15.375923970432947,24.231614182367544,7.374662152227485,7.8852443962371455,73.33333333333333,Financials,Life Insurance,SBI Life Insurance Company Ltd
TATAPOWER,2024,6.965125551270159,17.469771680580646,12.707838479809977,11.6692392982151,2.9490801350513336,1.7314133016627078,3.054392402331103,0.42340660097843313,3569.0,14.69023092320461,12.0,105.0,17.0,58314.0,12596.0,2.9429906542056075,15.511158201876407,10.431728917459004,5.922384104881218,73.33333333333333,Energy,Power & Utilities,"Tata Power Company Ltd
"
AMBUJACEM,2024,14.288299155609169,19.300361881785282,9.40527235191361,12.510995992571598,6.187640390743352,0.015463712879148802,28.264492753623188,0.43305646972783784,-3295.0,26.963208685162847,16.0,205.0,12.0,779.0,5646.0,1.1916420430561419,4.115700788754739,11.228574154296279,7.781806771272581,70.0,Materials,Cement,Ambuja Cements Ltd
JSWSTEEL,2024,5.127252779904689,16.089162657280323,11.263274169658324,16.096704854679746,3.848298222740685,1.1957171189717068,3.659099321406539,0.7505575379125781,-2389.0,8.266573717472543,36.0,326.0,25.0,95258.0,12078.0,1.3460381143430291,15.604695052452788,3.585216043903361,2.3836255539609663,70.0,Materials,Steel,JSW Steel Ltd
MOTHERSON,2024,3.0600251286831757,9.445547764763102,9.254152111294967,16.058293569447553,3.085442229691762,0.7788502788502788,5.224737713970182,1.0083061739494683,925.0,6.732055283102987,4.0,46.0,20.0,25417.0,7569.0,2.5062913907284767,9.21195713294276,7.557399109099472,5.922384104881218,70.0,Consumer Discretionary,Auto Ancillaries,Samvardhana Motherson International Ltd
POWERGRID,2024,33.97028990249329,86.87476823070044,16.915957897481018,18.55574037059298,6.099954171024336,1.331378107993613,4.60298643565485,0.17956732746565765,24176.0,28.606330301245553,17.0,99.0,67.0,122568.0,37290.0,2.394528992486997,5.510261937513361,9.189188268434778,9.096607850144967,70.0,Energy,Power Transmission,Power Grid Corporation of India Ltd
NTPC,2024,11.950633329785267,28.82672926202094,12.677094228392127,12.541648284955919,4.333746419356805,1.438201245602358,4.604991464108609,0.36263738496231435,8644.0,18.00606159069137,21.0,174.0,36.0,242009.0,40785.0,1.9119163697731107,12.222309654337993,8.735165684951163,8.447177119769854,66.66666666666667,Energy,Power & Utilities,NTPC Ltd
TECHM,2024,4.60996999769213,8.666051234710363,9.063752552370868,15.821073698254978,5.596936512013449,0.07694925508583529,13.85969387755102,1.2140939127186121,5058.0,2.5348103700284637,24.0,270.0,150.0,2035.0,6376.0,2.6599916562369628,8.398437919098868,-10.985163688218591,-11.416728965524282,66.66666666666667,Information Technology,IT Services,Tech Mahindra Ltd
DLF,2024,42.38369379181578,33.04807841916913,6.771571332687001,4.7712109980456905,4.352897937007622,0.1066447908121411,7.457865168539326,0.10270218443886928,1010.0,23.79025984129454,11.0,163.0,45.0,4290.0,2539.0,0.9320851688693098,-5.136730668466605,15.697066513836644,12.888132073019754,63.333333333333336,Real Estate,Real Estate,DLF Ltd
NAUKRI,2024,23.462145110410095,28.036277602523658,1.423853737915191,1.6910855294453428,1.1855896066632128,0.006126160620273763,28.97142857142857,0.05053202088231778,-150.0,33.59621451104101,44.0,3225.0,49.0,256.0,702.0,1.1798319327731093,17.115610089960743,0.10114653187012212,-2.1296099175999395,63.333333333333336,Communication Services,Internet & Platforms,Info Edge (India) Ltd
NHPC,2024,41.81893687707641,49.90656146179402,10.032628458990262,6.464583977729663,4.123626907996438,0.8520760168372812,11.243421052631579,0.09860668912070925,970.0,61.96013289036545,4.0,40.0,53.0,34210.0,6938.0,1.7224428997020853,1.404917217643753,7.269596517101484,5.922384104881218,63.333333333333336,Energy,Power & Utilities,"NHPC Ltd
"
JIOFIN,2024,86.52291105121293,84.04312668463612,1.1703027474771044,1.1367613603219973,1.1128676623538711,0.0,198.8,0.01286211534994661,763.0,77.68194070080862,3.0,216.0,0.0,0.0,-678.0,-0.4224299065420561,,,,60.0,Financials,Diversified Financials,Jio Financial Services Ltd
LODHA,2024,15.063978286157425,25.833656455990695,8.545974483062032,10.181859860930695,3.279518835074391,0.43939727232732073,5.628630705394191,0.2177060251134325,-435.0,28.567274137262505,16.0,183.0,,7990.0,2512.0,1.6164736164736164,-2.8278535641862446,-1.119685230740497,-5.293423548032761,56.666666666666664,Real Estate,Real Estate,Macrotech Developers Ltd
